date,fused_signal,signal_clipped,price,forward_return,realized_vol,confidence,llm_signal,llm_confidence,llm_tone,llm_summary,llm_action,deterministic_signal,deterministic_regime,deterministic_confidence,comp_momentum,comp_trend,comp_volume,comp_risk,comp_rs,position,position_prev,turnover,tc_cost,strategy_return,buy_hold_return
2020-08-07,0.0,0.0,96.8473333333,0.1362969897640054,0.661922511662962,0.21,0.0,0.3,neutral,"Mixed technical signals with strong momentum offset by concerning volume divergences and high volatility. The stock shows impressive 1-month (9.1%) and 3-month (91.0%) returns, but OBV and accumulation-distribution trends are negative, indicating lack of volume confirmation for the price strength.",hold,0.37099609853833143,uptrend_high_vol,0.517348634488416,"{'score': np.float64(0.5655226123597021), 'components': {'momentum_returns': np.float64(0.9716929744903388), 'macd_signal': np.float64(-0.33038910529509025), 'rsi_moderation': 0.0}, 'interpretation': 'Strong bullish momentum'}","{'score': 1.0, 'components': {'ma_structure': 1.0, 'price_structure': 0.8, 'adx_multiplier': np.float64(1.0), 'cross_boost': 0.0}, 'interpretation': 'Strong uptrend (strong ADX=43.4)'}","{'score': 0.0, 'components': {'obv': 0.0, 'accumulation_distribution': 0.0, 'volume_spike': 0.1, 'confirmation_bonus': -0.2}, 'interpretation': 'Weak volume or divergence'}","{'score': np.float64(0.6142309291972998), 'components': {'sharpe': np.float64(1.0), 'sortino': np.float64(0.9961546459864992), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 1.0}, 'interpretation': 'Good risk profile'}","{'score': np.float64(0.9500000000000001), 'components': {'relative_performance': np.float64(1.0), 'trend_bonus': -0.2, 'capture_ratio_score': np.float64(0.15)}, 'interpretation': 'Strong outperformance vs S&P 500'}",0.0,0.0,0.0,0.0,0.0,0.1362969897640054
2020-08-14,0.3538125,0.3538125,110.0473333333,0.24187773745850016,0.710365918229516,0.637710722602695,0.45,0.55,bullish,"Strong momentum across 1m, 3m, and 6m timeframes with price above both MA50 and MA200 supports bullish continuation. However, high volatility regime and negative volume trends reduce confidence for the 1-week horizon.",long,0.2042144520539005,choppy_high_vol,0.4089750582188652,"{'score': np.float64(0.5221851059837042), 'components': {'momentum_returns': np.float64(0.8455165231810101), 'macd_signal': np.float64(-0.13700317041976218), 'rsi_moderation': 0.0}, 'interpretation': 'Strong bullish momentum'}","{'score': np.float64(0.5423006652478777), 'components': {'ma_structure': 1.0, 'price_structure': 0.0, 'adx_multiplier': np.float64(0.9038344420797962), 'cross_boost': 0.0}, 'interpretation': 'Strong uptrend (strong ADX=36.2)'}","{'score': 0.0, 'components': {'obv': 0.0, 'accumulation_distribution': 0.0, 'volume_spike': 0.7, 'confirmation_bonus': -0.2}, 'interpretation': 'Weak volume or divergence'}","{'score': np.float64(0.615), 'components': {'sharpe': np.float64(1.0), 'sortino': np.float64(1.0), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 1.0}, 'interpretation': 'Good risk profile'}","{'score': np.float64(0.9500000000000001), 'components': {'relative_performance': np.float64(1.0), 'trend_bonus': -0.2, 'capture_ratio_score': np.float64(0.15)}, 'interpretation': 'Strong outperformance vs S&P 500'}",0.3538125,0.0,0.3538125,0.00017690624999999998,0.08540246073453558,0.24187773745850016
2020-08-21,0.393125,0.393125,136.6653333333,0.07971785090612582,0.7429681984617192,0.6947144420557719,0.5,0.6,bullish,"Strong momentum and trend signals support a bullish outlook for the 1-week horizon, with price above key moving averages, MACD bullish cross, and higher highs. However, high volatility and overbought RSI reduce confidence, requiring caution despite volume confirmation.",long,0.6057111588845613,uptrend_high_vol,0.7474989056095964,"{'score': np.float64(0.7603556610301804), 'components': {'momentum_returns': np.float64(0.9999999999999999), 'macd_signal': np.float64(0.5517783051509022), 'rsi_moderation': 0.0}, 'interpretation': 'Strong bullish momentum'}","{'score': 1.0, 'components': {'ma_structure': 1.0, 'price_structure': 0.8, 'adx_multiplier': np.float64(1.0), 'cross_boost': 0.0}, 'interpretation': 'Strong uptrend (strong ADX=41.7)'}","{'score': 0.7400000000000001, 'components': {'obv': 1.0, 'accumulation_distribution': 0.5, 'volume_spike': 0.7, 'confirmation_bonus': 0.0}, 'interpretation': 'Good volume confirmation'}","{'score': np.float64(0.615), 'components': {'sharpe': np.float64(1.0), 'sortino': np.float64(1.0), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 1.0}, 'interpretation': 'Good risk profile'}","{'score': 1.0, 'components': {'relative_performance': np.float64(1.0), 'trend_bonus': 0.0, 'capture_ratio_score': np.float64(0.15)}, 'interpretation': 'Strong outperformance vs S&P 500'}",0.393125,0.3538125,0.03931250000000003,1.9656250000000014e-05,0.031319423887470714,0.07971785090612582
2020-08-28,0.3538125,0.3538125,147.56,-0.05502846299810249,0.7413018781970268,0.75,0.45,0.65,bullish,"Strong bullish momentum and trend alignment with price above key moving averages and MACD histogram positive, supported by volume confirmation from OBV and accumulation-distribution trends. However, high volatility regime and overbought RSI temper conviction for the 1-week horizon.",long,0.6635714337777983,uptrend_high_vol,0.8197500018222295,"{'score': np.float64(0.7725342983603642), 'components': {'momentum_returns': np.float64(0.9999999999999999), 'macd_signal': np.float64(0.6126714918018217), 'rsi_moderation': 0.0}, 'interpretation': 'Strong bullish momentum'}","{'score': 1.0, 'components': {'ma_structure': 1.0, 'price_structure': 0.8, 'adx_multiplier': np.float64(1.0), 'cross_boost': 0.0}, 'interpretation': 'Strong uptrend (strong ADX=45.9)'}","{'score': 1.0, 'components': {'obv': 1.0, 'accumulation_distribution': 1.0, 'volume_spike': 0.7, 'confirmation_bonus': 0.2}, 'interpretation': 'Strong volume confirmation'}","{'score': np.float64(0.615), 'components': {'sharpe': np.float64(1.0), 'sortino': np.float64(1.0), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 1.0}, 'interpretation': 'Good risk profile'}","{'score': np.float64(0.9500000000000001), 'components': {'relative_performance': np.float64(1.0), 'trend_bonus': -0.2, 'capture_ratio_score': np.float64(0.15)}, 'interpretation': 'Strong outperformance vs S&P 500'}",0.3538125,0.393125,0.03931250000000003,1.9656250000000014e-05,-0.019489414314516135,-0.05502846299810249
2020-09-04,0.3538125,0.3538125,139.44,-0.10900745840504877,0.8109414254608888,0.75,0.45,0.65,bullish,"Strong momentum across all timeframes with price above both MA50 and MA200, supported by rising volume accumulation. However, high volatility regime and some mixed signals moderate conviction for the 1-week horizon.",long,0.47988893860260634,choppy_high_vol,0.7054611285109122,"{'score': np.float64(0.6714485362390483), 'components': {'momentum_returns': np.float64(0.9999999999999999), 'macd_signal': np.float64(0.10724268119524183), 'rsi_moderation': 0.0}, 'interpretation': 'Strong bullish momentum'}","{'score': np.float64(0.6), 'components': {'ma_structure': 1.0, 'price_structure': 0.0, 'adx_multiplier': np.float64(1.0), 'cross_boost': 0.0}, 'interpretation': 'Strong uptrend (strong ADX=46.4)'}","{'score': 1.0, 'components': {'obv': 1.0, 'accumulation_distribution': 1.0, 'volume_spike': 0.7, 'confirmation_bonus': 0.2}, 'interpretation': 'Strong volume confirmation'}","{'score': np.float64(0.615), 'components': {'sharpe': np.float64(1.0), 'sortino': np.float64(1.0), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 1.0}, 'interpretation': 'Good risk profile'}","{'score': np.float64(0.9500000000000001), 'components': {'relative_performance': np.float64(1.0), 'trend_bonus': -0.2, 'capture_ratio_score': np.float64(0.15)}, 'interpretation': 'Strong outperformance vs S&P 500'}",0.3538125,0.3538125,0.0,0.0,-0.03856820137693632,-0.10900745840504877
2020-09-11,-0.28305,-0.28305,124.24,0.18627924447279454,0.9195600288501031,0.385,-0.45,0.55,bearish,"The stock shows strong positive momentum over 1-3 months but exhibits concerning trend and volume divergences for the 1-week horizon. MACD bearish cross, negative histogram, and flat OBV trend conflict with recent price momentum, while high volatility reduces confidence in continuation.",short,0.5282541892717882,uptrend_high_vol,0.6953889662451259,"{'score': np.float64(0.4822114338740837), 'components': {'momentum_returns': np.float64(0.9999999999999999), 'macd_signal': np.float64(-0.8389428306295809), 'rsi_moderation': 0.0}, 'interpretation': 'Moderate bullish momentum'}","{'score': 1.0, 'components': {'ma_structure': 1.0, 'price_structure': 0.8, 'adx_multiplier': np.float64(0.9095842381525729), 'cross_boost': 0.0}, 'interpretation': 'Strong uptrend (strong ADX=36.4)'}","{'score': 0.7400000000000001, 'components': {'obv': 0.5, 'accumulation_distribution': 1.0, 'volume_spike': 0.7, 'confirmation_bonus': 0.0}, 'interpretation': 'Good volume confirmation'}","{'score': np.float64(0.608903937718249), 'components': {'sharpe': np.float64(1.0), 'sortino': np.float64(0.969519688591245), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 1.0}, 'interpretation': 'Good risk profile'}","{'score': np.float64(0.9500000000000001), 'components': {'relative_performance': np.float64(1.0), 'trend_bonus': -0.2, 'capture_ratio_score': np.float64(0.15)}, 'interpretation': 'Strong outperformance vs S&P 500'}",-0.28305,0.3538125,0.6368625,0.00031843125,-0.0530447713980245,0.18627924447279454
2020-09-18,0.3538125,0.3538125,147.3833333333,-0.07872893814295567,0.9586202368145742,0.75,0.45,0.65,bullish,"Strong momentum across 1m, 3m, 6m, and 12m timeframes supports a bullish outlook, with price above both MA50 and MA200 confirming an uptrend. Volume confirmation from rising OBV and Accumulation-Distribution trends adds conviction, though high volatility and a negative MACD histogram moderate confidence.",long,0.5964808656177397,uptrend_high_vol,0.7712683029662089,"{'score': np.float64(0.6141782006036597), 'components': {'momentum_returns': np.float64(0.9999999999999999), 'macd_signal': np.float64(-0.17910899698170135), 'rsi_moderation': 0.0}, 'interpretation': 'Strong bullish momentum'}","{'score': np.float64(0.8576901375678173), 'components': {'ma_structure': 1.0, 'price_structure': 0.8, 'adx_multiplier': np.float64(0.7768932405505591), 'cross_boost': 0.0}, 'interpretation': 'Strong uptrend (strong ADX=31.1)'}","{'score': 1.0, 'components': {'obv': 1.0, 'accumulation_distribution': 1.0, 'volume_spike': 0.7, 'confirmation_bonus': 0.2}, 'interpretation': 'Strong volume confirmation'}","{'score': np.float64(0.615), 'components': {'sharpe': np.float64(1.0), 'sortino': np.float64(1.0), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 1.0}, 'interpretation': 'Good risk profile'}","{'score': np.float64(0.9500000000000001), 'components': {'relative_performance': np.float64(1.0), 'trend_bonus': -0.2, 'capture_ratio_score': np.float64(0.15)}, 'interpretation': 'Strong outperformance vs S&P 500'}",0.3538125,-0.28305,0.6368625,0.00031843125,-0.028173713676704504,-0.07872893814295567
2020-09-25,0.0,0.0,135.78,0.019025875190013197,0.9894725435790197,0.21,0.0,0.3,neutral,Mixed technical signals with conflicting momentum and trend indicators in a high volatility regime. Recent negative momentum and MACD divergence offset positive longer-term trends and volume confirmation.,hold,0.4838157248451213,uptrend_high_vol,0.7318355036957924,"{'score': np.float64(0.28341980859073534), 'components': {'momentum_returns': np.float64(0.5748752063419585), 'macd_signal': np.float64(-0.4512453776576887), 'rsi_moderation': 0.0}, 'interpretation': 'Moderate bullish momentum'}","{'score': np.float64(0.6965066314006967), 'components': {'ma_structure': 1.0, 'price_structure': 0.8, 'adx_multiplier': np.float64(0.6308936878629499), 'cross_boost': 0.0}, 'interpretation': 'Strong uptrend (strong ADX=25.2)'}","{'score': 1.0, 'components': {'obv': 1.0, 'accumulation_distribution': 1.0, 'volume_spike': 0.7, 'confirmation_bonus': 0.2}, 'interpretation': 'Strong volume confirmation'}","{'score': np.float64(0.615), 'components': {'sharpe': np.float64(1.0), 'sortino': np.float64(1.0), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 1.0}, 'interpretation': 'Good risk profile'}","{'score': np.float64(0.9500000000000001), 'components': {'relative_performance': np.float64(1.0), 'trend_bonus': -0.2, 'capture_ratio_score': np.float64(0.15)}, 'interpretation': 'Strong outperformance vs S&P 500'}",0.0,0.3538125,0.3538125,0.00017690624999999998,-0.00017690624999999998,0.019025875190013197
2020-10-02,0.3538125,0.3538125,138.3633333333,0.04555638536270323,0.9551753495891054,0.7454914339296544,0.45,0.65,bullish,"The stock shows strong positive momentum over 3-6 month horizons and remains above key moving averages, though recent 1-month momentum is negative and volatility is high. Volume indicators confirm accumulation, but the high volatility regime and mixed shorter-term signals warrant moderate confidence.",long,0.3598286785930889,choppy_high_vol,0.5259400375075811,"{'score': np.float64(0.33022906678358455), 'components': {'momentum_returns': np.float64(0.530186296179981), 'macd_signal': np.float64(-0.07196012866701573), 'rsi_moderation': 0.0}, 'interpretation': 'Moderate bullish momentum'}","{'score': np.float64(0.1978122867339938), 'components': {'ma_structure': 1.0, 'price_structure': 0.0, 'adx_multiplier': np.float64(0.4709816350809376), 'cross_boost': 0.0}, 'interpretation': 'Neutral/choppy (weak ADX=18.8)'}","{'score': 1.0, 'components': {'obv': 1.0, 'accumulation_distribution': 1.0, 'volume_spike': 0.1, 'confirmation_bonus': 0.2}, 'interpretation': 'Strong volume confirmation'}","{'score': np.float64(0.615), 'components': {'sharpe': np.float64(1.0), 'sortino': np.float64(1.0), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 1.0}, 'interpretation': 'Good risk profile'}","{'score': np.float64(0.9500000000000001), 'components': {'relative_performance': np.float64(1.0), 'trend_bonus': -0.2, 'capture_ratio_score': np.float64(0.15)}, 'interpretation': 'Strong outperformance vs S&P 500'}",0.3538125,0.0,0.3538125,0.00017690624999999998,0.015941512346141436,0.04555638536270323
2020-10-09,0.3538125,0.3538125,144.6666666667,0.013064516129029258,0.9332212377201808,0.747518819477076,0.45,0.65,bullish,"Strong positive momentum across 1M and 3M timeframes with price above both MA50 and MA200 supports continuation. Volume confirmation from OBV and accumulation-distribution trends aligns with bullish momentum, though high volatility regime and mixed higher-highs/lows pattern moderate conviction.",long,0.4003763895415191,choppy_high_vol,0.5651317363395316,"{'score': np.float64(0.6224774688981679), 'components': {'momentum_returns': np.float64(0.9999999999999999), 'macd_signal': np.float64(-0.13761265550916024), 'rsi_moderation': 0.0}, 'interpretation': 'Strong bullish momentum'}","{'score': np.float64(0.1566333022567491), 'components': {'ma_structure': 1.0, 'price_structure': 0.0, 'adx_multiplier': np.float64(0.37293643394464077), 'cross_boost': 0.0}, 'interpretation': 'Neutral/choppy (weak ADX=14.9)'}","{'score': 1.0, 'components': {'obv': 1.0, 'accumulation_distribution': 1.0, 'volume_spike': 0.1, 'confirmation_bonus': 0.2}, 'interpretation': 'Strong volume confirmation'}","{'score': np.float64(0.615), 'components': {'sharpe': np.float64(1.0), 'sortino': np.float64(1.0), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 1.0}, 'interpretation': 'Good risk profile'}","{'score': np.float64(0.9500000000000001), 'components': {'relative_performance': np.float64(1.0), 'trend_bonus': -0.2, 'capture_ratio_score': np.float64(0.15)}, 'interpretation': 'Strong outperformance vs S&P 500'}",0.3538125,0.3538125,0.0,0.0,0.0046223891129021635,0.013064516129029258
2020-10-16,0.3538125,0.3538125,146.5566666667,-0.04330520617757794,0.9188986151629527,0.7417546288674937,0.45,0.65,bullish,"Strong positive momentum across all timeframes with price above both MA50 and MA200, supported by MACD bullish cross and positive OBV trend. However, high volatility regime and mixed higher-highs/lows signal reduce confidence for the 1-week horizon.",long,0.2850925773498733,choppy_high_vol,0.4487824020724557,"{'score': np.float64(0.5062018411106853), 'components': {'momentum_returns': np.float64(0.7483520463613841), 'macd_signal': np.float64(0.09886505487892827), 'rsi_moderation': 0.0}, 'interpretation': 'Strong bullish momentum'}","{'score': np.float64(0.12907727560679622), 'components': {'ma_structure': 1.0, 'price_structure': 0.0, 'adx_multiplier': np.float64(0.30732684668284815), 'cross_boost': 0.0}, 'interpretation': 'Neutral/choppy (weak ADX=12.3)'}","{'score': 0.6200000000000001, 'components': {'obv': 1.0, 'accumulation_distribution': 0.5, 'volume_spike': 0.1, 'confirmation_bonus': 0.0}, 'interpretation': 'Good volume confirmation'}","{'score': np.float64(0.615), 'components': {'sharpe': np.float64(1.0), 'sortino': np.float64(1.0), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 1.0}, 'interpretation': 'Good risk profile'}","{'score': np.float64(0.9500000000000001), 'components': {'relative_performance': np.float64(1.0), 'trend_bonus': -0.2, 'capture_ratio_score': np.float64(0.15)}, 'interpretation': 'Strong outperformance vs S&P 500'}",0.3538125,0.3538125,0.0,0.0,-0.015321923260704293,-0.04330520617757794
2020-10-23,-0.22015,-0.22015,140.21,-0.07747901956565151,0.8841243604617967,0.315,-0.35,0.45,bearish,"The stock shows strong 1-3 month momentum but faces significant bearish technical signals including a MACD bear cross, negative histogram, and declining relative strength. High volatility reduces confidence in continuation of recent gains over the 1-week horizon.",short,0.21376488162909776,choppy_high_vol,0.35181770857018424,"{'score': np.float64(0.6078927711512633), 'components': {'momentum_returns': np.float64(0.9999999999999999), 'macd_signal': np.float64(-0.21053614424368328), 'rsi_moderation': 0.0}, 'interpretation': 'Strong bullish momentum'}","{'score': 0.126, 'components': {'ma_structure': 1.0, 'price_structure': 0.0, 'adx_multiplier': 0.3, 'cross_boost': 0.0}, 'interpretation': 'Neutral/choppy (weak ADX=9.8)'}","{'score': 0.26, 'components': {'obv': 1.0, 'accumulation_distribution': 0.0, 'volume_spike': 0.3, 'confirmation_bonus': -0.2}, 'interpretation': 'Weak volume or divergence'}","{'score': np.float64(0.6146691506080721), 'components': {'sharpe': np.float64(1.0), 'sortino': np.float64(0.9983457530403607), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 1.0}, 'interpretation': 'Good risk profile'}","{'score': np.float64(0.9500000000000001), 'components': {'relative_performance': np.float64(1.0), 'trend_bonus': -0.2, 'capture_ratio_score': np.float64(0.15)}, 'interpretation': 'Strong outperformance vs S&P 500'}",-0.22015,0.3538125,0.5739624999999999,0.00028698125,0.01677002490737818,-0.07747901956565151
2020-10-30,0.0,0.0,129.3466666667,0.10800432945054417,0.8862785723577524,0.21,0.0,0.3,neutral,"Mixed technical signals with conflicting momentum and trend indicators under high volatility regime. Short-term momentum is negative while medium-term remains positive, but price is below MA50 and MACD shows bearish divergence with negative histogram.",hold,0.15970122466761852,choppy_high_vol,0.3248954286336665,"{'score': np.float64(0.31359303625776624), 'components': {'momentum_returns': np.float64(0.5728700962681227), 'macd_signal': np.float64(-0.29386263158256776), 'rsi_moderation': 0.0}, 'interpretation': 'Moderate bullish momentum'}","{'score': 0.15624000000000002, 'components': {'ma_structure': 0.5, 'price_structure': 0.8, 'adx_multiplier': 0.3, 'cross_boost': 0.0}, 'interpretation': 'Neutral/choppy (weak ADX=9.4)'}","{'score': 0.22000000000000003, 'components': {'obv': 1.0, 'accumulation_distribution': 0.0, 'volume_spike': 0.1, 'confirmation_bonus': -0.2}, 'interpretation': 'Weak volume or divergence'}","{'score': np.float64(0.5972789343444541), 'components': {'sharpe': np.float64(1.0), 'sortino': np.float64(0.9113946717222703), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 1.0}, 'interpretation': 'Moderate risk profile'}","{'score': np.float64(0.9500000000000001), 'components': {'relative_performance': np.float64(1.0), 'trend_bonus': -0.2, 'capture_ratio_score': np.float64(0.15)}, 'interpretation': 'Strong outperformance vs S&P 500'}",0.0,-0.22015,0.22015,0.000110075,-0.000110075,0.10800432945054417
2020-11-06,0.0,0.0,143.3166666667,-0.049889522037434686,0.8935687101605193,0.21,0.0,0.3,neutral,Mixed technical signals with strong 3-month momentum but conflicting trend indicators and weak volume confirmation. High volatility regime reduces confidence in directional moves over the 1-week horizon.,hold,0.1585761926454562,choppy_high_vol,0.29250166742590966,"{'score': np.float64(0.5082896310626046), 'components': {'momentum_returns': np.float64(0.7902186691739742), 'macd_signal': np.float64(-0.0267625195023935), 'rsi_moderation': 0.0}, 'interpretation': 'Strong bullish momentum'}","{'score': 0.1932, 'components': {'ma_structure': 1.0, 'price_structure': 0.8, 'adx_multiplier': 0.3, 'cross_boost': 0.0}, 'interpretation': 'Neutral/choppy (weak ADX=10.6)'}","{'score': 0.06, 'components': {'obv': 0.5, 'accumulation_distribution': 0.0, 'volume_spike': 0.3, 'confirmation_bonus': -0.2}, 'interpretation': 'Weak volume or divergence'}","{'score': np.float64(0.5993731823045495), 'components': {'sharpe': np.float64(1.0), 'sortino': np.float64(0.9218659115227474), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 1.0}, 'interpretation': 'Moderate risk profile'}","{'score': np.float64(0.9500000000000001), 'components': {'relative_performance': np.float64(1.0), 'trend_bonus': -0.2, 'capture_ratio_score': np.float64(0.15)}, 'interpretation': 'Strong outperformance vs S&P 500'}",0.0,0.0,0.0,0.0,-0.0,-0.049889522037434686
2020-11-13,-0.22015,-0.22015,136.1666666667,0.1985556915539295,0.82826902159365,0.315,-0.35,0.45,bearish,"The stock shows negative short-term momentum with price below MA50, MACD bearish signals, and weak volume confirmation. High volatility regime reduces confidence in any directional move over the 1-week horizon.",short,0.07826685035354503,choppy_high_vol,0.25239339762374075,"{'score': np.float64(0.24252710172369446), 'components': {'momentum_returns': np.float64(0.4), 'macd_signal': np.float64(-0.062364491381527665), 'rsi_moderation': 0.0}, 'interpretation': 'Moderate bullish momentum'}","{'score': 0.063, 'components': {'ma_structure': 0.5, 'price_structure': 0.0, 'adx_multiplier': 0.3, 'cross_boost': 0.0}, 'interpretation': 'Neutral/choppy (weak ADX=9.2)'}","{'score': 0.0, 'components': {'obv': 0.0, 'accumulation_distribution': 0.0, 'volume_spike': 0.1, 'confirmation_bonus': -0.2}, 'interpretation': 'Weak volume or divergence'}","{'score': np.float64(0.5925223412674694), 'components': {'sharpe': np.float64(1.0), 'sortino': np.float64(0.887611706337347), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 1.0}, 'interpretation': 'Moderate risk profile'}","{'score': np.float64(0.9359375912692677), 'components': {'relative_performance': np.float64(0.9859375912692676), 'trend_bonus': -0.2, 'capture_ratio_score': np.float64(0.15)}, 'interpretation': 'Strong outperformance vs S&P 500'}",-0.22015,0.0,0.22015,0.000110075,-0.04382211049559758,0.1985556915539295
2020-11-20,0.3538125,0.3538125,163.2033333333,0.1963807928760024,0.8559645577035684,0.6872419818306658,0.45,0.6,bullish,"Strong momentum and trend signals support a bullish outlook, with price above key moving averages and MACD showing a bullish cross. However, high volatility and weak volume confirmation reduce confidence for the 1-week horizon.",long,0.19483963661331563,choppy_high_vol,0.3211938728146605,"{'score': np.float64(0.756174249631737), 'components': {'momentum_returns': np.float64(0.9999999999999999), 'macd_signal': np.float64(0.5308712481586855), 'rsi_moderation': 0.0}, 'interpretation': 'Strong bullish momentum'}","{'score': np.float64(0.1490511322736902), 'components': {'ma_structure': 1.0, 'price_structure': 0.0, 'adx_multiplier': np.float64(0.35488364827069097), 'cross_boost': 0.0}, 'interpretation': 'Neutral/choppy (weak ADX=14.2)'}","{'score': 0.13999999999999996, 'components': {'obv': 0.5, 'accumulation_distribution': 0.0, 'volume_spike': 0.7, 'confirmation_bonus': -0.2}, 'interpretation': 'Weak volume or divergence'}","{'score': np.float64(0.604743856073053), 'components': {'sharpe': np.float64(1.0), 'sortino': np.float64(0.9487192803652653), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 1.0}, 'interpretation': 'Good risk profile'}","{'score': np.float64(0.8489225076531289), 'components': {'relative_performance': np.float64(0.8989225076531289), 'trend_bonus': -0.2, 'capture_ratio_score': np.float64(0.15)}, 'interpretation': 'Strong outperformance vs S&P 500'}",0.3538125,-0.22015,0.5739624999999999,0.00028698125,0.0691949980294406,0.1963807928760024
2020-11-27,0.3538125,0.3538125,195.2533333333,0.022671401256662005,0.8636383138997301,0.698004051585,0.45,0.6,bullish,"Strong momentum and trend alignment with price above key moving averages and MACD bullish, though high volatility and overbought RSI reduce conviction for the 1-week horizon. Volume confirmation is mixed with OBV trending up but accumulation flat.",long,0.48991896829999976,uptrend_high_vol,0.6694716389049999,"{'score': np.float64(0.8499999999999999), 'components': {'momentum_returns': np.float64(0.9999999999999999), 'macd_signal': np.float64(1.0), 'rsi_moderation': 0.0}, 'interpretation': 'Strong bullish momentum'}","{'score': np.float64(0.3588431866253853), 'components': {'ma_structure': 1.0, 'price_structure': 0.0, 'adx_multiplier': np.float64(0.5980719777089755), 'cross_boost': 0.0}, 'interpretation': 'Moderate uptrend (moderate ADX=23.9)'}","{'score': 0.7400000000000001, 'components': {'obv': 1.0, 'accumulation_distribution': 0.5, 'volume_spike': 0.7, 'confirmation_bonus': 0.0}, 'interpretation': 'Good volume confirmation'}","{'score': np.float64(0.615), 'components': {'sharpe': np.float64(1.0), 'sortino': np.float64(1.0), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 1.0}, 'interpretation': 'Good risk profile'}","{'score': np.float64(0.9500000000000001), 'components': {'relative_performance': np.float64(1.0), 'trend_bonus': -0.2, 'capture_ratio_score': np.float64(0.15)}, 'interpretation': 'Strong outperformance vs S&P 500'}",0.3538125,0.3538125,0.0,0.0,0.008021425157122725,0.022671401256662005
2020-12-04,0.3538125,0.3538125,199.68,0.018279246794871806,0.7986542162733159,0.75,0.45,0.65,bullish,"Strong momentum and trend signals with volume confirmation support continued upside over the 1-week horizon, though high volatility and overbought RSI temper conviction.",long,0.6339673732219836,uptrend_high_vol,0.8093885806276941,"{'score': np.float64(0.7983802294765379), 'components': {'momentum_returns': np.float64(0.9999999999999999), 'macd_signal': np.float64(0.7419011473826895), 'rsi_moderation': 0.0}, 'interpretation': 'Strong bullish momentum'}","{'score': np.float64(0.8223393814553178), 'components': {'ma_structure': 1.0, 'price_structure': 0.8, 'adx_multiplier': np.float64(0.7448726281298168), 'cross_boost': 0.0}, 'interpretation': 'Strong uptrend (strong ADX=29.8)'}","{'score': 1.0, 'components': {'obv': 1.0, 'accumulation_distribution': 1.0, 'volume_spike': 0.7, 'confirmation_bonus': 0.2}, 'interpretation': 'Strong volume confirmation'}","{'score': np.float64(0.615), 'components': {'sharpe': np.float64(1.0), 'sortino': np.float64(1.0), 'max_drawdown': 0.0, 'volatility': 0.1, 'beta': 1.0}, 'interpretation': 'Good risk profile'}","{'score': np.float64(0.9500000000000001), 'components': {'relative_performance': np.float64(1.0), 'trend_bonus': -0.2, 'capture_ratio_score': np.float64(0.15)}, 'interpretation': 'Strong outperformance vs S&P 500'}",0.3538125,0.3538125,0.0,0.0,0.00646742600661058,0.018279246794871806
